"code_rome","code_compo_bloc","libelle_type_texte","position_phrase","libelle_texte"
"K1601","4","acces_metier","3","La maîtrise des technologies de l''information (accès, stockage, numérisation, diffusion, ...) est requise."
"K1602","3","definition","1","Supervise et met en oeuvre la politique et les actions de conservation, d''étude, d''enrichissement, de mise en valeur et de diffusion des patrimoines culturels, selon la réglementation et la politique culturelle de la structure."
"K1602","3","definition","2","Peut diriger une équipe ou un service et en gérer le budget."
"K1602","4","acces_metier","1","Ce métier est accessible avec un Master (M1) (Master professionnel, Master recherche, ...) en histoire, sciences, archéologie, conservation du patrimoine, ..."
"K1701","3","definition","1","Mène des actions de protection de la population et de combat dans le cadre d''opérations militaires selon la politique de défense et la politique internationale de la nation."
"K1701","3","definition","2","Peut diriger une équipe en fonction du grade."
"K1701","4","acces_metier","1","Ce métier est accessible sans diplôme ni expérience professionnelle."
"K1701","4","acces_metier","2","Un CAP/BEP peut en faciliter l''accès."
"K1701","4","acces_metier","3","Une formation militaire et des qualifications sont délivrées en structures militaires."
"K1701","4","acces_metier","4","Une bonne condition physique est requise."
"K1702","3","definition","1","Supervise, coordonne et dirige les opérations de secours et d''assistance à personnes, de lutte contre les périls, sinistres, risques technologiques et naturels menaçant la sécurité publique, les biens et les patrimoines, ainsi que les opérations de gestion et prévention des risques."
"K1702","3","definition","2","Intervient selon les règles de sécurité et les impératifs d''urgence et de priorité."
"K1702","4","acces_metier","1","Ce métier est accessible avec un BTS/DUT en hygiène et sécurité assorti d''une formation d''un an dans le même secteur."
"K1702","4","acces_metier","2","Une formation de spécialité est délivrée par les structures ou les armées."
"K1703","3","definition","1","Commande, conduit l''instruction et l''action de combattants dans le cadre d''opérations militaires de défense de la nation, des intérêts nationaux et de la souveraineté nationale selon les ordres, les règlements, la politique de défense nationale et les institutions."
"K1703","3","definition","2","Intervient dans des domaines spécialisés des armées et du combat."
"K1703","4","acces_metier","1","Ce métier est accessible avec un diplôme de niveau Bac+2 (BTS, L2, ...) à Master (Professionnel, diplôme d''ingénieur, ...)."
"K1703","4","acces_metier","2","Une bonne condition physique est requise."
"K1703","4","acces_metier","3","La pratique d''une langue étrangère, en particulier l''anglais, peut être exigée."
"K1704","3","definition","1","Supervise et réalise les missions de protection des personnes, des biens, de la voie publique et des institutions et coordonne les forces et les services de l''ordre, selon la politique de l''Etat et la législation."
"K1704","3","definition","2","Peut diriger une équipe ou un service."
"K1704","4","acces_metier","1","Ce métier est accessible à partir d''un diplôme de niveau Bac+2 (BTS, DUT, ...)."
"K1704","4","acces_metier","2","Une qualification judiciaire (Officier de Police Judiciaire -OPJ-, Magistrat/officier du ministère public) peut être délivrée."
"K1704","4","acces_metier","3","Un casier judiciaire exempt de toute mention contradictoire est obligatoire."
"K1705","3","definition","1","Réalise les interventions de secours, d''assistance à personnes et la lutte contre les périls, sinistres, risques naturels, technologiques, ... menaçant la sécurité publique, les biens et les patrimoines selon les règles de sécurité et les impératifs d''urgence et de priorité."
"K1705","3","definition","2","Peut réaliser la prévention de risques."
"K1705","3","definition","3","Peut coordonner une équipe."
"K1705","4","acces_metier","1","Ce métier est accessible avec un diplôme de niveau CAP/BEP à Bac+2 (BTS, DUT, ...) complété par une formation en secourisme (attestation, certificat de premier secours, brevet de pisteur-secouriste, ...)."
"K1705","4","acces_metier","2","Des habilitations électriques peuvent être requises."
"K1705","4","acces_metier","3","Une bonne condition physique est requise."
"K1706","3","definition","1","Réalise les opérations d''assistance à personnes, de lutte contre les troubles à la tranquillité et à l''ordre public, et de protection des biens et des institutions, selon la politique de l''Etat et la législation."
"K1706","3","definition","2","Peut effectuer des enquêtes judiciaires."
"K1706","3","definition","3","Peut coordonner une équipe."
"K1706","4","acces_metier","1","Ce métier est accessible sur concours avec un Bac (général, professionnel, ...)."
"K1706","4","acces_metier","2","Une qualification judiciaire (Agent de Police Judiciaire -APJ-, Officier de Police Judiciaire -OPJ-) peut être délivrée."
"K1706","4","acces_metier","3","Une bonne condition physique est requise."
"K1707","3","definition","1","Réalise l''exécution des arrêtés de police du maire en matière de prévention et de surveillance, de sécurité et de salubrité publique (circulation, urbanisme, voisinage, ...) et vérifie la conformité d''application de la législation (arrêtés municipaux et règlements) sur le territoire de la commune."
"K1707","3","definition","2","Peut coordonner une équipe."
"K1707","4","acces_metier","1","Ce métier est accessible avec un CAP/BEP."
"K1707","4","acces_metier","2","Le métier d''agent de traversée des écoles est accessible sans diplôme ni expérience professionnelle."
"K1707","4","acces_metier","3","Un casier judiciaire exempt de toute mention contradictoire est obligatoire. Le port d''arme pour les policiers municipaux est soumis à autorisation préfectorale."
"K1801","3","definition","1","Conseille et propose des actions d''accompagnement professionnel afin de favoriser l''emploi et l''insertion professionnelle des personnes."
"K1801","3","definition","2","Peut vendre des prestations (de travail temporaire, d''outplacement, ...) à des entreprises."
"K1801","4","acces_metier","1","Ce métier est accessible à partir d''un diplôme de niveau Bac+2 (BTS, DUT, L2, ...) en sciences humaines, économiques, sociales, ..."
"K1801","4","acces_metier","2","La connaissance de l''entreprise ou une expérience professionnelle peut être requise."
"K1801","4","acces_metier","3","Des formations complémentaires (gestion de l''emploi, ...) peuvent être requises."
"K1802","3","definition","1","Conçoit ou participe à la conception de projets de développement local, social (amélioration de l''habitat, valorisation d''activités, aménagement du territoire, ...) et les met en oeuvre selon le domaine d''intervention (économique, social, urbain, ...) afin de dynamiser un territoire (ville, bassin d''emploi, région, ...)."
"K1802","3","definition","2","Peut intervenir dans le montage et la réalisation de projets de développement dans le cadre d''une coopération internationale."
"K1802","3","definition","3","Peut coordonner une équipe."
"K1802","4","acces_metier","1","Ce métier est accessible avec un diplôme de niveau Bac+2 (BTS, DUT, ...) à Bac+5 (Master professionnel, ...) en sciences sociales, économiques, humaines, aménagement du territoire et urbanisme."
"K1802","4","acces_metier","2","La pratique d''une langue étrangère peut être requise."
"K1901","3","definition","1","Informe et conseille des personnes physiques ou morales sur des questions d''ordre juridique. Produit des actes à valeur juridique, authentique, incontestable."
"K1901","3","definition","2","Peut ester (plaider, défendre, ...) en justice pour le compte de clients. Peut organiser des ventes aux enchères."
"K1901","3","definition","3","Peut se substituer à des dirigeants pour redresser ou liquider des entreprises en difficulté."
"K1901","4","acces_metier","1","Ce métier est accessible à partir d''un niveau bac+4 (IUP, M1, ...) en droit, complété par une expérience professionnelle (stage d''au moins deux années chez un professionnel)."
"K1901","4","acces_metier","2","Une formation spécifique (histoire de l''art, ...) peut être demandée pour les postes de commissaires-priseurs."
"K1902","3","definition","1","Réalise l''appui administratif (courrier, recherche d''information, constitution d''un fonds documentaire, ...) d''un professionnel du droit (notaire, huissier, ...) ou d''une entreprise."
"K1902","3","definition","2","Rédige des actes ou des documents à valeur juridique."
"K1902","3","definition","3","Peut authentifier des actes juridictionnels (interrogatoire, reconstitution, ...). Peut établir des constats (états des lieux, adultères, dégâts divers, ...)."
"K1902","3","definition","4","Peut participer à l''organisation et à l''animation d''une vente aux enchères publiques."
"K1902","3","definition","5","Peut coordonner une équipe."
"K1902","4","acces_metier","1","Ce métier est accessible à partir d''un diplôme de niveau Bac (Bac général, capacité en droit, ...) complété par une formation à l''Ecole Nationale des Greffes, Ecole Nationale de Procédure, Ecole de Notariat, ..."
"K1902","4","acces_metier","2","Un diplôme de niveau Bac+2 (BTS, L2, ...) à bac+4 (M1, ...) en droit est exigé pour les postes de clercs."
"K1902","4","acces_metier","3","La pratique d''une langue étrangère, en particulier l''anglais, peut être requise."
"K1903","3","definition","1","Conseille et informe des personnes physiques ou morales en matière juridique et judiciaire, établit des actes juridiques et effectue la gestion de contentieux."
"K1903","3","definition","2","Peut présenter oralement la défense de clients au cours de plaidoiries, peut veiller à la sécurité juridique d''entreprises."
"K1903","3","definition","3","Peut former des personnes dans sa spécialité, actualisée par une veille informative."
"K1903","4","acces_metier","1","Ce métier est accessible avec un diplôme de niveau Bac+4 (M1, IUP, ...) à Master (Master professionnel, Master recherche, ...) en droit complété par une spécialisation (avocat, assurance, finance, fiscalité, ...)."
"K1903","4","acces_metier","2","La pratique d''une langue étrangère, en particulier l''anglais, est requise."
"K1904","3","definition","1","Etudie les plaintes et les suites à donner aux dossiers qui lui sont soumis."
"K1904","3","definition","2","Définit la procédure à suivre et les investigations à mener pour mettre les affaires en état d''être jugées."
"K1904","3","definition","3","Peut juger des litiges en conformité avec le droit. Peut requérir une peine conformément à la loi et selon l''intérêt des personnes ou de la collectivité."
"K1904","3","definition","4","Peut se déplacer sur le lieu des affaires pour enquêter."
"K1904","4","acces_metier","1","Ce métier est accessible avec un diplôme de niveau Bac+4 (M1, IUP, ...) en droit ou études politiques complété par une formation à l''Ecole Nationale de la Magistrature."
"K1904","4","acces_metier","2","Un casier judiciaire exempt de toute mention contradictoire est obligatoire."
"K2101","3","definition","1","Développe et met en place des dispositifs et des actions de formation d''un secteur géographique ou économique."
"K2101","3","definition","2","Conseille et assiste les entreprises dans l''organisation, l''élaboration, la mise en oeuvre et le financement de leurs dispositifs de formation."
"K2101","3","definition","3","Peut prospecter des entreprises et des financeurs (branches professionnelles, collectivités, ...), commercialiser et promouvoir des formations."
"K2101","4","acces_metier","1","Ce métier est accessible avec un Master (Master professionnel, recherche, diplôme d''écoles supérieures, ...) dans les secteurs de la formation, des ressources humaines, de la psychologie, des sciences sociales, ... complété par une expérience professionnelle en formation ou gestion des ressources humaines."
"K2101","4","acces_metier","2","La pratique d''une langue étrangère, en particulier l''anglais, peut être demandée."
"K2102","3","definition","1","Pilote le dispositif de formation, développe les moyens pédagogiques, procède à l''organisation et à l''accompagnement de la qualification des personnes en formation."
"K2102","3","definition","2","Peut dispenser des actions de formation, concevoir et commercialiser un dispositif pédagogique."
"K2102","3","definition","3","Coordonne et anime une équipe pédagogique de formateurs."
"K2102","4","acces_metier","1","Ce métier est accessible avec un Master (M1, Master professionnel, recherche, ...) dans les secteurs de la formation, de l''enseignement, des ressources humaines, ..."
"K2102","4","acces_metier","2","Il est également accessible avec une expérience professionnelle dans ces secteurs."
"K2103","3","definition","1","Organise et supervise le fonctionnement (administratif, budgétaire, ...) d''un établissement d''enseignement ou d''un secteur géographique d''enseignement."
"K2103","3","definition","2","Met en oeuvre les orientations pédagogiques et éducatives nationales et vérifie leurs applications."
"K2103","3","definition","3","Peut évaluer l''enseignement d''une discipline ou le fonctionnement du système éducatif."
"K2103","3","definition","4","Peut animer des actions de formation."
"K2103","4","acces_metier","1","Ce métier est accessible aux personnels enseignants, d''éducation ou d''orientation des établissements du secteur public sur concours interne avec 5 ans d''exercice."
"K2103","4","acces_metier","2","Son accès dans le secteur privé sous contrat avec l''Etat ou hors contrat varie selon les conditions fixées par l''établissement."
"K2103","4","acces_metier","3","Le Certificat d''Aptitude de directeur d''établissement d''enseignement artistique est requis pour les postes de direction d''un Conservatoire National de Région ou d''une Ecole Nationale de Musique."
"K2103","4","acces_metier","4","La fonction de directeur d''école paramédicale est accessible aux titulaires du diplôme professionnel dans le secteur paramédical."
"K2104","3","definition","1","Surveille les élèves et contrôle le respect du règlement intérieur de l''établissement d''enseignement (comportement, sécurité, effectifs, ponctualité, assiduité, ...) afin de garantir de bonnes conditions de scolarité."
"K2104","3","definition","2","Peut animer hors du temps de classe des actions éducatives ou périscolaires ou suivre des élèves (comportement, résultats, difficultés, ...)."
"K2104","3","definition","3","Peut coordonner une équipe."
"K2104","4","acces_metier","1","Ce métier est accessible à partir d''un diplôme de niveau Bac (général, professionnel, ...)."
"K2104","4","acces_metier","2","Il est également accessible sans diplôme particulier pour les surveillants en établissement scolaire."
"K2104","4","acces_metier","3","Un âge minimum est requis pour la surveillance d''internat."
"K2104","4","acces_metier","4","Le Diplôme d''Etat d''Accompagnant Educatif et Social - DEAES est requis pour Le métier d''Accompagnant éducatif et social en milieu scolaire."
"K2104","4","acces_metier","5","Un diplôme de niveau Bac + 5 (master ou équivalent) et la réussite au concours sont requis pour exercer la fonction de conseiller principal d''éducation."
"K2105","3","definition","1","Enseigne aux élèves, dans le cadre de cours individuels ou collectifs, la pratique et les éléments théoriques (répertoire, histoire, ...) d''une discipline artistique (musique, danse, arts plastiques,....) selon le projet pédagogique de la structure."
"K2105","3","definition","2","Met en oeuvre des actions de création (exposition, concert, spectacle, ...) et favorise les échanges entre les élèves, les professionnels et le public dans le cadre de projets collectifs."
"K2105","4","acces_metier","1","Ce métier est accessible avec une formation et une pratique artistique de la discipline enseignée (musique, arts plastiques, danse, ...)."
"K2105","4","acces_metier","2","Il est également accessible avec une formation de niveau Bac+2 (Diplôme d''Etat, Diplôme Universitaire de Musicien Intervenant -DUMI-, ...) à Master (Certificat d''aptitude, Diplôme national d''études supérieures musicales, ...) dans un domaine artistique (musique, danse, théâtre, arts plastiques, ...) pour l''enseignement dans les Conservatoires Nationaux de Région, les Ecoles Nationales de Musique, ..."
"K2105","4","acces_metier","3","Le Brevet d''Initiation aux Arts du Cirque est requis pour enseigner dans les écoles reconnues par la Fédération Française des Arts du Cirque."
"K2105","4","acces_metier","4","Une expérience professionnelle est requise pour enseigner dans les établissements d''enseignement artistique supérieur (arts plastiques, arts décoratifs, ...)."
"K2106","3","definition","1","Enseigne aux élèves les apprentissages premiers et fondamentaux (lecture, écriture, ...) ou les matières d''enseignement général (français, mathématiques, histoire, géographie, ...) selon les programmes d''enseignement nationaux."
"K2106","3","definition","2","Peut administrer un établissement du premier degré."
"K2106","4","acces_metier","1","Ce métier est accessible avec un diplôme de niveau Bac + 5 (master ou équivalent) et la réussite du concours de recrutement des professeurs des écoles (CRPE)."
"K2106","4","acces_metier","2","Le Certificat d''Aptitude Professionnelle pour les Aides Spécialisées (enseignements adaptés, scolarisation des élèves en situation de Handicap) -CAPA SH- permet d''enseigner dans des établissements spécialisés."
"K2106","4","acces_metier","3","La fonction d''administrateur des écoles est accessible, dans le secteur public, à partir de 3 ans de service effectif en tant que professeur des écoles."
"K2106","4","acces_metier","4","Un certificat de compétence en natation et une attestation de secourisme sont requis pour se présenter au concours."
"K2107","3","definition","1","Enseigne aux élèves des disciplines générales ou délivre des actions de formation selon les programmes d''enseignement nationaux."
"K2107","3","definition","2","Peut coordonner une équipe pédagogique."
"K2107","4","acces_metier","1","Ce métier est accessible avec un diplôme de niveau Bac + 5 (Master ou équivalent) dans la matière d''enseignement souhaitée et la réussite des concours CAPES, CAPEPS, CAPLP2 pour être professeur certifié, CAFEP pour travailler dans le privé, Agrégation."
"K2107","4","acces_metier","2","Il est également accessible sur titre, diplôme d''Etat ou diplôme des écoles d''art (DNAT, DNSEP, DSAA, ...) complété par une expérience professionnelle dans le même secteur."
"K2107","4","acces_metier","3","Le brevet de secourisme et le Brevet National de Sécurité et de Sauvetage Aquatique -BNSSA- sont obligatoires pour être professeur d''Education Physique et Sportive."
"K2107","4","acces_metier","4","Le 2CA-SH -certificat complémentaire pour les enseignements adaptés et la scolarisation des élèves en situation de handicap- ou le CAEGADV -Certificat d''Aptitude à l''Enseignement Général auprès des Aveugles et Déficients Visuels- est requis pour l''enseignement spécialisé."
"K2107","4","acces_metier","5","Le CAPEJS délivré par le ministère chargé des affaires sociales est requis pour l''enseignement auprès des jeunes sourds."
"K2108","3","definition","1","Enseigne et transmet des connaissances à des étudiants selon les avancées de la recherche et les programmes d''enseignement nationaux."
"K2108","3","definition","2","Peut réaliser des travaux de recherche fondamentale et appliquée."
"K2108","3","definition","3","Peut coordonner une équipe pédagogique ou de recherche et diriger une structure ou une unité de recherche."
"K2108","4","acces_metier","1","Ce métier est accessible avec un Master recherche, un Doctorat ou une Agrégation (Maître de conférences) selon la fonction."
"K2108","4","acces_metier","2","Pour accéder aux fonctions de moniteur d''initiation à l''enseignement supérieur, il faut être chercheur inscrit en thèse, intégré dans un laboratoire ou une équipe de recherche et bénéficier d''une allocation de recherche attribuée par le ministère de l''Education Nationale ou d''un régime comparable d''aide à la préparation du doctorat."
"K2108","4","acces_metier","3","Pour être attaché temporaire d''enseignement et de recherche -ATER-, il faut préparer une thèse ou se présenter aux concours de recrutement de l''enseignement supérieur."
"K2108","4","acces_metier","4","Pour être professeur des universités, une expérience professionnelle de plusieurs années en tant que maître de conférences, une habilitation et une qualification à diriger des recherches délivrées par le conseil national des universités sont obligatoires."
"K2109","3","definition","1","Enseigne aux élèves et aux étudiants des disciplines techniques ou professionnelles selon les programmes d''enseignement nationaux."
"K2109","3","definition","2","Peut coordonner une équipe pédagogique."
"K2109","4","acces_metier","1","Ce métier est accessible avec un diplôme de niveau Bac + 5 (master ou équivalent), ou avec 5 ans d''activité professionnelle en qualité de cadre et la réussite d''un concours au professorat de l''enseignement technique, professionnel ou agricole (CAPETA, CAPESA, PLPA2, CAPLP2, CAPET, ...)."
"K2109","4","acces_metier","2","Pour être moniteur d''enseignement agricole en Maison Familiale Rurale -MFR-, un diplôme de niveau Bac (professionnel, technologique, ...) minimum et la connaissance du secteur agricole, social, artisanal ou industriel complétée par une expérience professionnelle sont requis."
"K2110","3","definition","1","Instruit des candidats, des stagiaires à la sécurité (routière, en mer, ...) et à la conduite de véhicules à moteur ou d''engins de levage en vue de la maîtrise d''un véhicule ou l''obtention d''un permis spécifique selon la réglementation."
"K2110","3","definition","2","Peut réaliser le contrôle d''épreuves de permis (théoriques, pratiques), le contrôle administratif et pédagogique des auto-écoles et les examens d''accès à la profession de moniteur."
"K2110","3","definition","3","Peut coordonner une équipe, diriger une structure et en gérer le budget."
"K2110","4","acces_metier","1","Ce métier est accessible avec un Brevet pour l''Exercice de la Profession d''Enseignant de la Conduite Automobile et de la Sécurité Routière -BEPECASER-, (mentions spécifiques deux roues, poids lourds) ou le titre professionnel d''Enseignant de la conduite et de la sécurité routière, et l''autorisation d''enseigner délivrée par la Préfecture."
"K2110","4","acces_metier","2","Le permis B et un permis spécifique A, C, C1, CE, C1E, D, D1, DE, D1E (précédemment A, C, E, D) sont obligatoires pour la conduite sur route."
"K2110","4","acces_metier","3","Le Brevet d''Animateur de Formation des Conducteurs Responsables d''Infractions -BAFCRI- est obligatoire pour l''animation de stages permettant à des conducteurs de récupérer leurs points."
"K2110","4","acces_metier","4","La fonction d''exploitant d''auto-école est accessible avec une expérience professionnelle de 3 ans comme moniteur et l''obtention du Certificat de capacité de gestion."
"K2110","4","acces_metier","5","La fonction d''inspecteur du permis de conduire et de la sécurité routière est accessible sur concours avec un Bac."
"K2110","4","acces_metier","6","La fonction de moniteur de bateau-école, accessible sans diplôme, nécessite la possession des permis enseignés (mer, rivière, ...)."
"K2111","3","definition","1","Réalise, dans le cadre de la formation continue, les apprentissages des savoirs et des savoir-faire de publics adultes ou jeunes afin de favoriser leur insertion professionnelle ou leur adaptation aux évolutions techniques et professionnelles."
"K2111","3","definition","2","Peut réaliser l''analyse des besoins de formation d''une structure et concevoir des produits pédagogiques."
"K2111","3","definition","3","Peut négocier la sous-traitance d''actions de formation."
"K2111","3","definition","4","Peut coordonner une équipe."
"K2111","4","acces_metier","1","Ce métier est accessible avec un Master (M1, ...) dans le secteur de formation enseignée (langues, bureautique, mécanique, électricité, ...)."
"K2111","4","acces_metier","2","Il est également accessible à partir d''un CAP/BEP complété par une expérience professionnelle dans le secteur technique de la formation dispensée."
"K2111","4","acces_metier","3","La maîtrise des outils de formation à distance (e-learning, Formation ouverte et à distance -FOAD-, ...) peut être requise."
"K2112","3","definition","1","Informe et conseille des personnes dans leurs projets d''études, de formation et de parcours professionnel en vue de leur insertion dans la vie active."
"K2112","3","definition","2","Peut conseiller des entreprises dans le cadre de recrutements ou de formations et contribuer à l''évaluation ou à la sélection de personnes."
"K2112","3","definition","3","Peut coordonner une équipe ou diriger une structure."
"K2112","4","acces_metier","1","Ce métier est accessible à partir d''un Master (professionnel, recherche) en psychologie, psychologie du travail, psychosociologie, ..."
"K2112","4","acces_metier","2","Son accès dans les établissements de l''Education Nationale s''effectue sur concours avec une Licence (conseiller d''orientation psychologue)."
"K2201","3","definition","1","Réalise le tri, le chargement et le déchargement d''articles textiles sur des machines/équipements de blanchisserie industrielle selon les règles d''hygiène, de sécurité, les normes environnementales et les impératifs de production (qualité, délai, ...)."
"K2201","3","definition","2","Effectue des opérations d''entretien des machines et équipements."
"K2201","3","definition","3","Peut réaliser des opérations manuelles de repassage."
"K2201","4","acces_metier","1","Ce métier est accessible sans diplôme ni expérience professionnelle."
"K2201","4","acces_metier","2","Un CAP en entretien des articles textiles en entreprises industrielles en facilite l''accès."
"K2202","3","definition","1","Procède au nettoyage intérieur ou extérieur des surfaces vitrées (vitres, vitrines, ...) de locaux commerciaux, tertiaires, ... selon les impératifs de qualité."
"K2202","3","definition","2","Peut coordonner une équipe."
"K2202","4","acces_metier","1","Ce métier est accessible sans diplôme ni expérience professionnelle."
"K2202","4","acces_metier","2","Un CAP/BEP ou une expérience professionnelle dans le secteur de l''hygiène et du nettoyage de locaux peut en faciliter l''accès."
"K2202","4","acces_metier","3","Un Certificat d''Aptitude à la Conduite en Sécurité -CACES- conditionné par une aptitude médicale à renouveler périodiquement peut être exigé pour l''utilisation de nacelles."
"K2203","3","definition","1","Supervise et contrôle des opérations et prestations de propreté de locaux (tertiaires, industriels, commerciaux ...) selon les normes qualité, sécurité, hygiène et les impératifs commerciaux (délais, coûts, ...). Encadre un secteur."
"K2203","3","definition","2","Peut réaliser des devis et mener une négociation commerciale."
"K2203","4","acces_metier","1","Ce métier est accessible à partir d''un Bac professionnel en hygiène, propreté et environnement."
"K2204","3","definition","1","Réalise des opérations de propreté, de nettoiement et d''entretien des surfaces, locaux, équipements de sites tertiaires, industriels selon la réglementation d''hygiène et de sécurité."
"K2204","3","definition","2","Peut réaliser des opérations de rénovation de surfaces (sols plastiques, moquettes, marbres, ...)."
"K2204","3","definition","3","Peut coordonner une équipe."
"K2204","4","acces_metier","1","Ce métier est accessible sans diplôme ni expérience professionnelle."
"K2204","4","acces_metier","2","Un CAP/BEP en maintenance et hygiène des locaux peut en faciliter l''accès."
"K2204","4","acces_metier","3","Une expérience professionnelle dans le même secteur est requise pour les fonctions de chef d''équipe."
"K2301","3","definition","1","Surveille, entretient et maintient en état de fonctionnement le réseau d''assainissement et de distribution d''eau potable (canalisation, ouvrages sous voirie, station de relèvement, de pompage) selon les règles de salubrité et d''hygiène publique."
"K2301","3","definition","2","Peut encadrer une équipe."
"K2301","4","acces_metier","1","Ce métier est accessible avec un diplôme de niveau CAP/BEP à Bac professionnel dans un secteur technique (Bâtiments et Travaux Publics, assainissement, plomberie, ...)."
"K2301","4","acces_metier","2","Des vaccinations spécifiques (leptospirose, ...) sont requises."
"K2302","3","definition","1","Organise et contrôle les moyens et interventions de propreté, collecte, salubrité publique ou d''assainissement de la collectivité et de son cadre de vie selon les impératifs de qualité, coût, hygiène, sécurité et environnement."
"K2302","3","definition","2","Peut encadrer une équipe ou un service et en gérer le budget."
"K2302","4","acces_metier","1","Ce métier est accessible à partir d''un diplôme de niveau Bac+2 (BTS, DUT) dans un secteur technique (hygiène, propreté, bâtiment, ...)."
"K2302","4","acces_metier","2","Des vaccinations spécifiques (leptospirose, hépatite, ...) peuvent être requises."
"K2303","3","definition","1","Réalise des opérations de propreté et de salubrité urbaine des espaces publics extérieurs (nettoyage, ...) ou de collecte des déchets de la collectivité selon les règles de sécurité, d''hygiène, de propreté et la réglementation de salubrité publique."
"K2303","3","definition","2","Peut coordonner une équipe."
"K2303","4","acces_metier","1","Ce métier est accessible sans diplôme ni expérience professionnelle."
"K2303","4","acces_metier","2","Un diplôme de niveau CAP/BEP peut en faciliter l''accès."
"K2303","4","acces_metier","3","Un ou plusieurs Certificats d''Aptitude à la Conduite en Sécurité -CACES- conditionné(s) par une aptitude médicale à renouveler périodiquement peu(ven)t être exigé(s)."
"K2303","4","acces_metier","4","Des vaccinations spécifiques (leptospirose, ...) peuvent être requise(s)."
"K2304","3","definition","1","Réalise des opérations de tri de déchets et produits industriels en fin de vie (textiles, plastiques, verres, composants, ...) selon les règles de sécurité, d''environnement et les impératifs de récupération (qualité, cadence, ...)."
"K2304","3","definition","2","Peut reconditionner des produits industriels pour valorisation par réutilisation ou recyclage."
"K2304","3","definition","3","Peut coordonner une équipe."
"K2304","4","acces_metier","1","Ce métier est accessible sans diplôme ni expérience professionnelle."
"K2304","4","acces_metier","2","Un ou plusieurs Certificat(s) d''Aptitude à la Conduite En Sécurité -CACES- conditionné(s) par une aptitude médicale à renouveler périodiquement peu(ven)t être requis."
"K2304","4","acces_metier","3","Des vaccinations spécifiques (leptospirose, hépatite, ...) peuvent être requises selon le secteur d''activité."
"K2305","3","definition","1","Elimine ou limite la propagation d''espèces nuisibles (insectes, rongeurs, ...) par capture (pièges, ...) ou destruction (traitements chimiques, ...) et réalise les traitements de salubrité et de désinfection de locaux et de colonnes, selon les règles de sécurité et la réglementation sanitaire."
"K2305","3","definition","2","Peut réaliser la capture d''animaux errants."
"K2305","3","definition","3","Peut coordonner une équipe."
"K2305","4","acces_metier","1","Ce métier est accessible avec un CAP/BEP en hygiène et environnement."
"K2305","4","acces_metier","2","Des habilitations spécifiques (électrique, chimique, ...) peuvent être requises."
"K2305","4","acces_metier","3","Un ou plusieurs Certificats d''Aptitude à la Conduite en Sécurité -CACES- conditionné(s) par une aptitude médicale à renouveler périodiquement peu(ven)t être exigé(s)."
"K2305","4","acces_metier","4","Des vaccinations spécifiques (leptospirose, ...) sont requises."
"K2306","3","definition","1","Organise, coordonne et contrôle des moyens et des process dans un objectif d''exploitation d''installations de traitement des eaux (potables, usées) ou d''élimination, valorisation ou stockage de déchets (ménagers, industriels, hospitaliers). Intervient selon les normes de sécurité et environnement et les exigences de qualité, coût, hygiène."
"K2306","3","definition","2","Peut encadrer une équipe ou un service et en gérer le budget."
"K2306","4","acces_metier","1","Ce métier est accessible à partir d''un diplôme de niveau Bac+2 (BTS, DUT, ...) dans le secteur éco-industriel."
"K2306","4","acces_metier","2","Un Master peut être requis selon la technicité et la taille de l''infrastructure."
"K2306","4","acces_metier","3","Une aptitude médicale et des vaccinations spécifiques (hépatite, leptospirose, ...) peuvent être requises selon le domaine d''intervention."
"K2306","4","acces_metier","4","Une habilitation aux risques d''origine électrique peut être demandée."
"K2401","3","definition","1","Contribue à l''accroissement des connaissances dans son champ disciplinaire en menant des travaux de recherche, des chantiers scientifiques sur de nouvelles problématiques des sciences de l''homme et de la société (sociologie, psychologie, ethnologie, économie, histoire, ...)."
"K2401","3","definition","2","Valorise et diffuse les résultats auprès de la communauté scientifique, d''institutionnels et d''entreprises."
"K2401","3","definition","3","Peut diriger une équipe de recherche."
"K2401","4","acces_metier","1","Ce métier est accessible à partir d''un Master recherche complété par un Doctorat en sciences humaines, histoire, sciences, ..."
"K2401","4","acces_metier","2","La publication de travaux (articles, ouvrages, thèses, mémoires, ...) contribue à la reconnaissance des compétences professionnelles."
"K2401","4","acces_metier","3","La pratique d''une langue étrangère, en particulier l''anglais, est requise."
"K2402","3","definition","1","Supervise et réalise des travaux de recherche et d''étude scientifique permettant d''explorer, d''approfondir et d''étendre la connaissance selon les règles éthiques."
"K2402","3","definition","2","Valorise et diffuse les résultats auprès de la communauté scientifique, d''institutionnels ou d''entreprises."
"K2402","3","definition","3","Peut collaborer avec des équipes de recherche privées ou publiques dans le cadre de transfert de technologies ou de projets de recherche et développement."
"K2402","3","definition","4","Peut superviser et coordonner un projet, une équipe, un service, un laboratoire ou un département de recherche."
"K2402","4","acces_metier","1","Ce métier est accessible avec un Master (Master Recherche, Diplôme d''ingénieur, ...) complété par un Doctorat dans un secteur scientifique (physique, chimie, médecine, géologie, ...)."
"K2402","4","acces_metier","2","La publication de travaux (articles, ouvrages, thèses, mémoires, ...) contribue à la reconnaissance des compétences professionnelles."
"K2402","4","acces_metier","3","La pratique d''une langue étrangère, en particulier l''anglais, est requise."
